,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_DT__max_depth,param_DT__min_samples_split,param_features__pca__n_components,param_features__univ_select__k,param_features__univ_select__score_func,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
125,0.052666664,0.002000093,0.813793103,0.993127148,10,4,3,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",113,0.775510204,1,0.8125,0.989690722,0.854166667,0.989690722,0.001699737,0,0.032177834,0.00485984
127,0.052333434,0.002000014,0.813793103,0.962127721,10,6,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.833333333,0.958762887,0.8125,0.948453608,0.001885594,1.12E-07,0.015327112,0.012762303
132,0.003333251,0.001999935,0.813793103,0.965564147,10,6,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.8125,0.969072165,0.833333333,0.948453608,0.000471427,1.12E-07,0.015327112,0.012781566
133,0.051000039,0.002000093,0.813793103,0.969000573,10,6,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.833333333,0.979381443,0.8125,0.948453608,0.000816535,0,0.015327112,0.014529163
136,0.003333251,0.002000014,0.813793103,0.965528351,10,6,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.795918367,0.96875,0.8125,0.979381443,0.833333333,0.948453608,0.000471427,1.12E-07,0.015327112,0.012830095
139,0.053666671,0.002000014,0.813793103,0.979345647,10,6,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.979381443,0.875,0.969072165,0.003091094,1.12E-07,0.049038289,0.008373688
141,0.05066665,0.002000014,0.813793103,0.969000573,10,6,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.816326531,0.979166667,0.8125,0.979381443,0.8125,0.948453608,0.000471427,1.12E-07,0.001809968,0.014529163
144,0.00333333,0.002000093,0.813793103,0.951782646,10,8,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0.00047137,0,0.028454051,0.012714523
150,0.002999942,0.001999935,0.813793103,0.958655498,10,8,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.8125,0.969072165,0.833333333,0.93814433,1.12E-07,1.12E-07,0.015327112,0.014504183
151,0.052333275,0.002000014,0.813793103,0.94834622,10,8,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.833333333,0.93814433,0.8125,0.93814433,0.002624701,1.12E-07,0.015327112,0.014427651
161,0.053666671,0.002000014,0.813793103,0.951818442,10,8,3,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 10, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",113,0.775510204,0.979166667,0.833333333,0.93814433,0.833333333,0.93814433,0.001699659,1.12E-07,0.027350624,0.019338115
164,0.003000021,0.001999935,0.813793103,0.948238832,10,10,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.775510204,0.9375,0.875,0.969072165,0.791666667,0.93814433,0,1.12E-07,0.043560096,0.01473374
198,0.003000021,0.001999935,0.813793103,0.982782073,20,4,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.989583333,0.791666667,0.979381443,0.854166667,0.979381443,0,1.12E-07,0.028454051,0.004809217
199,0.051333348,0.002000014,0.813793103,0.972472795,20,4,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.775510204,0.989583333,0.833333333,0.969072165,0.833333333,0.958762887,0.000471427,1.12E-07,0.027350624,0.012810105
204,0.00333341,0.001666625,0.813793103,0.979345647,20,4,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.969072165,0.875,0.979381443,0.000471483,0.000471427,0.049038289,0.008373688
208,0.00333333,0.001666784,0.813793103,0.979309851,20,4,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.775510204,0.979166667,0.8125,0.979381443,0.854166667,0.979381443,0.00047137,0.00047137,0.032177834,0.000101247
211,0.053333282,0.002000014,0.813793103,0.982782073,20,4,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.714285714,0.989583333,0.8125,0.989690722,0.916666667,0.969072165,0.00169955,1.12E-07,0.082764607,0.009694468
212,0.003000021,0.001999935,0.813793103,0.972436999,20,4,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.775510204,0.979166667,0.8125,0.958762887,0.854166667,0.979381443,0,1.12E-07,0.032177834,0.009669455
217,0.051999966,0.002333323,0.813793103,0.965599943,20,6,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.989583333,0.833333333,0.958762887,0.8125,0.948453608,0.001632875,0.000471427,0.015327112,0.017473267
222,0.00333333,0.001999935,0.813793103,0.965564147,20,6,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.8125,0.969072165,0.833333333,0.948453608,0.00047137,1.12E-07,0.015327112,0.012781566
223,0.051333348,0.002000014,0.813793103,0.969000573,20,6,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.833333333,0.979381443,0.8125,0.948453608,0.000942853,1.12E-07,0.015327112,0.014529163
226,0.00333333,0.002000093,0.813793103,0.965528351,20,6,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.795918367,0.96875,0.8125,0.979381443,0.833333333,0.948453608,0.00047137,0,0.015327112,0.012830095
229,0.055666685,0.002333323,0.813793103,0.979345647,20,6,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.979381443,0.875,0.969072165,0.003399427,0.000471427,0.049038289,0.008373688
234,0.003000021,0.002000093,0.813793103,0.951782646,20,8,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0,0,0.028454051,0.012714523
237,0.051333427,0.001999935,0.813793103,0.955254868,20,8,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,0.979166667,0.833333333,0.948453608,0.833333333,0.93814433,0.00047137,1.12E-07,0.027350624,0.017424138
240,0.003000021,0.002000093,0.813793103,0.958655498,20,8,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.8125,0.969072165,0.833333333,0.93814433,0,0,0.015327112,0.014504183
254,0.004000028,0.003000021,0.813793103,0.948238832,20,10,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.775510204,0.9375,0.875,0.969072165,0.791666667,0.93814433,1.12E-07,0,0.043560096,0.01473374
255,0.075999975,0.003000021,0.813793103,0.94834622,20,10,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 20, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,0.96875,0.833333333,0.93814433,0.833333333,0.93814433,0,0,0.027350624,0.014427651
277,0.069666624,0.002333323,0.813793103,1,40,2,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,1,0.833333333,1,0.8125,1,0.005734856,0.000471427,0.015327112,0
288,0.004333337,0.002666632,0.813793103,0.982782073,40,4,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.989583333,0.791666667,0.979381443,0.854166667,0.979381443,0.000471483,0.000471483,0.028454051,0.004809217
294,0.004333417,0.002999942,0.813793103,0.979345647,40,4,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.969072165,0.875,0.979381443,0.000471427,1.12E-07,0.049038289,0.008373688
298,0.004666726,0.002666632,0.813793103,0.979309851,40,4,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.775510204,0.979166667,0.8125,0.979381443,0.854166667,0.979381443,0.000471314,0.000471314,0.032177834,0.000101247
302,0.004666646,0.003000021,0.813793103,0.972436999,40,4,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.775510204,0.979166667,0.8125,0.958762887,0.854166667,0.979381443,0.000471427,0,0.032177834,0.009669455
312,0.004333258,0.002666712,0.813793103,0.965564147,40,6,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.8125,0.969072165,0.833333333,0.948453608,0.00047137,0.00047137,0.015327112,0.012781566
313,0.069000006,0.002666712,0.813793103,0.969000573,40,6,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.795918367,0.979166667,0.833333333,0.979381443,0.8125,0.948453608,0.007257169,0.00047137,0.015327112,0.014529163
316,0.004999955,0.002666712,0.813793103,0.965528351,40,6,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",113,0.795918367,0.96875,0.8125,0.979381443,0.833333333,0.948453608,1.12E-07,0.00047137,0.015327112,0.012830095
319,0.076333284,0.003000021,0.813793103,0.979345647,40,6,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",113,0.755102041,0.989583333,0.8125,0.979381443,0.875,0.969072165,0.00047137,0,0.049038289,0.008373688
321,0.074666659,0.003000021,0.813793103,0.982817869,40,6,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,1,0.8125,0.979381443,0.854166667,0.969072165,0.001885594,0,0.032177834,0.012857929
324,0.004333337,0.002999942,0.813793103,0.951782646,40,8,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.854166667,0.948453608,0.791666667,0.93814433,0.000471314,1.12E-07,0.028454051,0.012714523
327,0.066666683,0.002666712,0.813793103,0.941365979,40,8,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,0.9375,0.833333333,0.948453608,0.833333333,0.93814433,0.007586609,0.00047137,0.027350624,0.005018609
330,0.004666646,0.002999942,0.813793103,0.958655498,40,8,2,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",113,0.795918367,0.96875,0.8125,0.969072165,0.833333333,0.93814433,0.000471427,1.12E-07,0.015327112,0.014504183
344,0.003000021,0.002333323,0.813793103,0.948238832,40,10,1,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",113,0.775510204,0.9375,0.875,0.969072165,0.791666667,0.93814433,0,0.000471427,0.043560096,0.01473374
345,0.072333336,0.002666712,0.813793103,0.94834622,40,10,1,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",113,0.775510204,0.96875,0.833333333,0.93814433,0.833333333,0.93814433,0.002867428,0.00047137,0.027350624,0.014427651
347,0.076666673,0.003000021,0.813793103,0.94834622,40,10,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 40, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",113,0.775510204,0.96875,0.833333333,0.93814433,0.833333333,0.93814433,0.000942853,0,0.027350624,0.014427651
10,0.003000021,0.001999935,0.806896552,0.986146907,5,2,2,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 2, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",178,0.775510204,0.96875,0.8125,0.989690722,0.833333333,1,0,1.12E-07,0.0239719,0.013001528
23,0.054666678,0.002000014,0.806896552,0.975837629,5,4,1,4,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 4}",178,0.734693878,0.96875,0.833333333,0.969072165,0.854166667,0.989690722,0.002624741,1.12E-07,0.052275774,0.009796499
30,0.00333333,0.002000093,0.806896552,0.979345647,5,4,3,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 4, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",178,0.714285714,0.989583333,0.833333333,0.969072165,0.875,0.979381443,0.00047137,0,0.0683014,0.008373688
37,0.052333355,0.001999935,0.806896552,0.962127721,5,6,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",178,0.775510204,0.979166667,0.833333333,0.958762887,0.8125,0.948453608,0.00047137,1.12E-07,0.0239719,0.012762303
49,0.052333355,0.001999935,0.806896552,0.975873425,5,6,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 6, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",178,0.734693878,0.979166667,0.8125,0.979381443,0.875,0.969072165,0.002624661,1.12E-07,0.057510601,0.004810016
58,0.003000021,0.002333403,0.806896552,0.944802405,5,8,1,4,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 4}",178,0.816326531,0.9375,0.8125,0.958762887,0.791666667,0.93814433,0,0.00047137,0.010827171,0.009875055
61,0.051666657,0.002000014,0.806896552,0.94834622,5,8,2,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 2, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",178,0.795918367,0.96875,0.833333333,0.93814433,0.791666667,0.93814433,0.000471314,1.12E-07,0.018678116,0.014427651
67,0.052333355,0.001666625,0.806896552,0.955254868,5,8,3,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",178,0.714285714,0.979166667,0.833333333,0.93814433,0.875,0.948453608,0.00188565,0.000471427,0.0683014,0.017424138
69,0.051666657,0.001666625,0.806896552,0.955290664,5,8,3,3,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 8, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 3}",178,0.775510204,0.989583333,0.833333333,0.93814433,0.8125,0.93814433,0.000942965,0.000471427,0.0239719,0.024248579
73,0.053666592,0.001666705,0.806896552,0.934457331,5,10,1,2,<function mutual_info_classif at 0x000000000B32C198>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 10, 'DT__max_depth': 5, 'features__univ_select__score_func': <function mutual_info_classif at 0x000000000B32C198>, 'features__univ_select__k': 2}",178,0.795918367,0.927083333,0.833333333,0.93814433,0.791666667,0.93814433,0.002054849,0.000471483,0.018678116,0.005214204
90,0.002999942,0.002000014,0.806896552,1,10,2,1,2,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 1, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 2}",178,0.734693878,1,0.833333333,1,0.854166667,1,1.12E-07,1.12E-07,0.052275774,0
104,0.003000021,0.002000093,0.806896552,1,10,2,3,3,<function f_classif at 0x000000000B2DD5F8>,"{'features__pca__n_components': 3, 'DT__min_samples_split': 2, 'DT__max_depth': 10, 'features__univ_select__score_func': <function f_classif at 0x000000000B2DD5F8>, 'features__univ_select__k': 3}",178,0.795918367,1,0.770833333,1,0.854166667,1,0,0,0.034798577,0
